,Fp1 - F7,F7 - T3,T3 - T5,T5 - O1,Fp2 - F8,F8 - T4,T4 - T6,T6 - O2,Fp1 - F3,F3 - C3,C3 - P3,P3 - O1,Fp2 - F4,F4 - C4,C4 - P4,P4 - O2,Fz - Cz,Cz - Pz
0,-250.30489448536497,57.07770129990242,153.94125569070815,71.45983899979929,-5.083849483618514,17.549234866348375,66.0804061652488,53.14421200058897,3.191132066428165,-8.883626563744645,25.562066807625232,53.278671475690054,47.807675347082395,35.84743443179646,41.32122429045116,50.35992803035901,42.20985273516036,22.614836067372963
1,-245.455322542965,61.1038462848641,152.8115781552271,63.477835107857736,-15.027893546778545,12.444323767348925,67.61448951189406,57.506398738212624,6.009776682814684,-8.887441347925034,23.68202282446955,50.51426606806963,44.8217794669133,33.56927704278845,40.74593811026346,51.943331653029865,45.979924014298916,28.69191316004424
2,-246.40240909636273,57.985443650888236,148.59221455195555,59.253072799306835,-19.266287593109272,8.26220293097963,64.97875682823167,57.83443378363561,7.918537513170034,-9.17030460204655,18.936479380928162,43.029034652201354,38.09482484090284,29.107509447971516,38.12219637958983,52.6919710505885,55.667899071730034,53.30067016071789
3,-233.85162681827492,65.64013355982347,149.02922501225646,53.170553231003346,-25.13259855992824,9.159346238947341,71.73575248760191,64.16846779365495,10.396029947360015,-8.182323777288747,21.571530743055106,46.77941034767116,40.87990118377812,31.26542210306996,41.253387980216914,54.6319725907022,48.895258082958925,30.15585562251341
4,-240.4323001229287,48.94493587769363,141.63116816128598,66.73162776769216,-3.280111165810283,17.691719638218125,61.20630619485742,47.14110037614543,-0.40680322846826406,-12.002416086048685,19.239067103144432,44.01279837406217,39.5918665793983,31.819846839599194,41.138984157032446,51.301274158634875,41.11975159620321,17.08844208542591
5,-239.37275630880492,56.624297409711545,144.65606306411962,58.903239818246284,-14.954426982735441,12.512960080225835,63.88690679273189,51.52417746706669,1.7652458663222022,-10.661254078051671,21.211549093100572,45.0327763666988,37.95805194310662,28.57177379441961,39.21786289191907,54.539524380619284,54.80747818712981,46.46186696469361
6,-237.5909649564393,58.305450214961844,144.4057692717582,55.62055924614734,-19.487845089589165,9.907880587023051,64.30332654313426,52.87741915068945,1.516778782990255,-12.49473240155669,19.811590141803233,44.99503711986698,37.870591386800484,26.778272049709987,35.93359705849354,50.999750913583554,51.198637097643626,42.012025796670606
7,-234.75972069808444,57.21085139482492,143.37133784290134,58.528271799492,-12.174846464364457,17.86159584522964,67.75183536771657,50.055237246403074,-3.8727572064622033,-14.672976528413278,23.04896978912275,50.73416847036324,42.35818510336002,29.89696555222581,39.679248313114876,53.44592605883243,44.04699566570417,16.460988763273424
8,-240.7893872680242,49.217253786441695,140.87845578123782,66.33704788858861,-0.1783077036809033,22.42795990337342,60.24434497162126,36.845152279855284,-13.71213014987929,-18.559413955118153,21.531087013546856,48.326236380790675,39.016002153483306,26.212526579232982,35.4705687546334,50.828377098223136,49.61248248968214,37.153313070426414
9,-251.01144716205886,54.532393297647765,147.35038505250856,61.92767663067405,-13.292470375401475,11.97298641752935,59.60966907949345,43.17052514976731,-7.762595437616543,-17.107992182907935,19.244372757901495,44.68169700846868,35.17369998802782,22.048619569733503,31.168786833984495,48.482786360169165,53.50065926908416,51.59350324264584
10,-243.46002150127947,49.987956970549334,140.667291912954,60.34528853687731,-11.532596732591436,12.31820972357516,58.173176233093876,42.657183447311,-7.041020229297592,-17.546442703871783,16.689054863617365,41.88380544102073,34.22873752331142,23.38208183973804,33.5767414539283,48.18873604715005,43.13125196837129,23.644564350649674
11,-245.77375981609327,64.1784491948834,153.1141419556173,58.817240045593955,-19.16554366478801,12.607211735103695,67.14939142934008,50.07312101151063,-5.542076224616002,-15.272892346123111,25.54557866310545,53.22027292032151,40.56564162281285,24.45930526660379,35.64933946495112,54.80460990150933,51.10849538687927,28.51521466054865
12,-239.2194420566815,72.99784839552022,154.03827817768342,47.242260762640846,-34.011090288794755,7.2413842592046835,73.49235149996083,60.040285037786404,0.8123925665963593,-12.920518349784052,26.22712924514632,52.44393184831486,37.62814192185685,20.858564262042293,34.785808688187785,59.87042732871193,64.65858415744498,52.7744868521269
13,-248.794512847108,46.098933938244386,140.55055590199598,64.80235492635546,-5.381924241865871,16.514228196069396,59.861547752022204,44.041907557054394,-4.430221525060394,-14.675498825026875,17.62343098908608,39.65647447787877,30.022933703722543,20.870646033260893,36.75169040408765,57.69679252146937,55.19887868831635,34.13704531660244
14,-238.64045377381683,65.11478224459374,148.23498619569915,50.51154925077951,-25.532649694882345,13.358463222640165,75.46172321662351,61.14626988450513,2.6213304457474527,-12.287590438833115,24.49450542932305,50.19012429941388,37.69068278456873,24.710083341776937,41.46046049462925,64.22976935936632,56.81651109788704,23.230352056897257
15,-246.5033545866127,55.51927570571604,144.12788312591007,55.725677365995026,-17.459526197385728,15.113926016781548,69.99788271334685,54.99390767594279,-0.15775687124989873,-14.339417552967976,19.571169133579485,43.38842557282608,32.32887631430256,21.559646912378966,39.36749827457944,65.11327927144072,67.48383975779932,50.704503843591446
16,-242.6496521257276,65.18067454822892,149.58551788184437,51.14892682638465,-25.437816898231087,14.149084105593598,77.83286000084435,65.05486935201526,6.860940169652092,-9.847853464040854,23.611156189933126,46.86315367721594,34.7559734672835,24.34059796515572,43.994307853436936,70.50342292662208,70.61080490581186,49.286266316363424
17,-235.70906783299978,59.72029264113434,144.0452216155402,54.72554243431318,-15.718278960892288,21.13858999413845,77.9710549116934,60.8187562951457,1.9651063378683482,-13.627973306403803,21.877235172519075,47.90410309387196,38.053707986819354,28.292637305284895,46.9375903794852,69.50390265804003,59.598015625121334,21.707647704646742
18,-249.72279297217398,54.8318719483481,144.43980447868194,56.44276054341736,-14.685570007936537,21.25406484267316,77.28273860511418,58.870220458146,-1.6657074398389697,-18.127266398664897,18.378223619303565,46.453139806881715,37.544013275675724,26.65543198365117,43.89327385356209,68.17520598982179,65.52974410089568,39.783776195127935
19,-239.11910420012322,59.66401029196491,140.71234760534335,45.12080594628352,-26.58012182852124,16.03409618346541,80.18471054516765,66.17691472349583,5.260419787894716,-15.21744244701682,15.855300681691602,40.82374818932696,33.70626653353259,27.017840836719078,45.941386443824655,69.46333053464846,69.19650581053469,51.34472572608811
20,-238.61952881659698,50.30426589594008,134.2807361742446,50.64248983304024,-13.864666758399894,24.675216303379866,79.70150539024263,60.185320225597216,-0.9343069050156898,-19.562768563118244,13.388495282631316,40.35942293201301,35.170632794732064,29.61770772756403,48.273769854484215,68.30000394386809,58.210131405167004,24.02223436451449
21,-226.5941379338229,67.64984123340805,140.02120404440652,35.986006749268924,-34.887460423604956,17.833949038842867,90.36957560108499,74.71697189779692,6.675795513055108,-16.270048255646397,19.110961435467726,48.11971291589683,39.6191490593239,29.251254174462517,47.03323540589109,69.74698419252468,61.96838577875953,28.277888553568083
22,-231.59585681719523,60.27510490302969,136.5998511698428,38.98801230511653,-32.53939680917097,11.736090386878983,78.19289833869358,66.05884403835897,5.889647309733266,-14.75498789266936,15.69780346419878,39.44750507469266,30.357571957761106,21.967104351834756,41.0788163429472,66.88749248759538,69.47033850617787,53.89918037887695
23,-230.41058984778138,46.866014653044836,127.11410033478188,45.26639570558765,-19.278174632183703,16.59529189721358,72.15906128533268,58.504232235498165,2.8910932635277065,-16.275870376579146,11.46309508552877,33.76543112298723,26.80115395456243,21.380079922821007,41.52908144943742,65.12381306972586,60.60992018062358,32.86840208257801
24,-220.56148642834847,69.67930111828046,139.4302537783458,33.4162709579338,-39.017821775867745,13.920574589506996,88.97726220217876,76.06872479254105,8.722986721748505,-15.195567857364288,19.071986381820338,46.648744849560416,35.899916301017456,24.63899374929942,45.35072465220911,72.0744904829088,62.760359706340616,20.33109141652888
25,-230.60995211681677,59.42659724055869,133.77204577992967,34.96961282162162,-35.199372366968326,12.730653966313316,81.84719177653433,68.37810148894361,4.119801077432196,-19.048271871751613,12.449045211906023,38.257029151090485,29.391092577155504,20.570135123169482,41.246000432161026,69.09973255370258,69.27773000616232,45.68688464154635
26,-225.09465049620505,53.51905059313463,124.08140871490517,27.89258762343393,-39.04126514428786,11.17184016435252,83.840905623141,74.13183312982143,9.051790584372947,-20.431750212334666,5.2391933541016025,31.384582431537446,27.378318654559106,21.92101515749925,41.719871077307815,66.73334877637349,64.8917335712676,40.22979659402236
27,-220.40802039728973,61.43239251355736,130.3969397959592,30.386452716287728,-36.54905010816904,16.82623663759655,89.33767278696492,74.55484023930916,6.0727436851033065,-19.825291314937047,12.848326432508646,42.175953082564,35.971254434102136,27.176115398958995,45.041660561442065,66.68457346384913,55.87585098123324,16.685799216735024
